id,name,maker,variant,productType,strainType,thcPct,cbdPct,availabilityStatus,availabilityConfidence,availabilityCheckedAt,availabilitySourceName,availabilitySourceUrl,availabilityNotes,availabilitySignals,reviewAction
curaleaf-bnb-31-1-flower,Bonne Nuit Bonbon,Curaleaf,,,,31,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curaleaf-la-kush-cake-24-1-flower,LA Kush Cake,Curaleaf,,flower,indica,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curaleaf-lavender-cake-20-1-flower,Lavender Cake,Curaleaf,,flower,indica,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curaleaf-lce-20-1-flower,Lavender Cake,Curaleaf,,,,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curaleaf-rx-11-23-1-flower,RX-11,Curaleaf,,,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curaleaf-tripoli-20-1-flower,Tripoli,Curaleaf,,flower,indica,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curo-gwh-smalls-18-1-flower,Ghost Wreck Haze,Curo,Smalls,,,18,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curo-rm-17-1-flower,Runtz Muffin,Curo,,,,17,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-amnesia-haze-27-1-flower,Amnesia Haze,Dalgety,,flower,sativa,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-cmog-27-1-flower,Chem-Mog,Dalgety,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-mog-24-1-flower,Chem-Mog,Dalgety,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-critical-kush-28-1-flower,Critical Kush,Dalgety,,flower,indica,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-gelato-31-1-flower,Gelato,Dalgety,,flower,hybrid,31,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-gorilla-glue-28-1-flower,Gorilla Glue,Dalgety,,flower,hybrid,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-high-society-30-1-flower,High Society,Dalgety,,flower,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-hsal-30-1-flower,High Society (Alchemy),Dalgety,,,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-hshe-23-1-flower,High Society (Heritage),Dalgety,,,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-hsor-28-1-flower,High Society (Oracle),Dalgety,,,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-kbq-27-1-flower,Korean BBQ,Dalgety,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-lemon-haze-26-1-flower,Lemon Haze,Dalgety,,flower,sativa,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-lemon-skunk-25-1-flower,Lemon Skunk,Dalgety,,flower,sativa,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-og-cheese-28-1-flower,OG Cheese,Dalgety,,flower,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-pineapple-chunk-24-1-flower,Pineapple Chunk,Dalgety,,flower,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-purple-kush-27-1-flower,Purple Kush,Dalgety,,flower,indica,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-sour-strawberry-28-1-flower,Sour Strawberry,Dalgety,,flower,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dalgety-strawberry-ice-26-1-flower,Strawberry Ice,Dalgety,,flower,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
qwest-ggu-25-1-flower,Grandi Guava,Decibel,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
qwest-gcc-24-1-flower,Grape Cream Cake,Decibel,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
qwest-msn-31-1-flower,Morning Sun,Decibel,,,,31,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dlabs-aft-24-1-flower,Animal Face,dLabs,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dlabs-clit-27-1-flower,Kalifornia,dLabs,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dlabs-lkc-30-1-flower,L.A. Kush Cake,dLabs,,,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
dlabs-ogc-32-1-flower,Ocean Grown Cookies,dLabs,,,,32,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
doe-medical-britz-27-1-flower,Britz,DOE Medical,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-ggs-23-1-flower,Grape Gas,EastCann,,,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
eastcann-jr-27-1-flower,Jelly Rancher,EastCann,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
eastcann-pmtt-31-1-flower,Platinum Mints,EastCann,,,,31,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
eastcann-swts-26-1-flower,Sleeping with the Stars,EastCann,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ecocann-chs-19-1-flower,Chemstar,EcoCann,,,,19,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ecocann-elc-19-1-flower,El Chivo,EcoCann,,,,19,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ecocann-gelt-15-1-flower,Gelato #33,EcoCann,,,,15,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ecocann-gg4-20-1-flower,Gorilla Glue #4,EcoCann,,,,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ecocann-blu-17-1-flower,Original Blueberry,EcoCann,,,,17,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ecocann-access-black-cherry-pie-18-1-flower,Black Cherry Pie,EcoCann Access,,flower,,18,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curaleaf-organic-ggo-23-1-flower,Green Gelato,ECS Botanics,,,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
noidecs-t23-23-1-flower,Green Gelato,ECS Botanics,,,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curaleaf-organic-rmyt-20-1-flower,Royal Moby,ECS Botanics,,,,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
find-wpt-smalls-22-1-flower,Wedding Pop Triangle,Find,Smalls,,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
find-zookies-smalls-23-1-flower,Zookies,Find,smalls,flower,hybrid,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
find-zour-apples-22-1-flower,Zour Apples,Find,,flower,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
foundation-gmoslapz-26-1-flower,GMO Slapz,Foundation Medical,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four-brb-28-1-flower,Big Red Beard,Four,,,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four-gfg-24-1-flower,Grapefruit Gift,Four,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four-t20-1-flower,Strawberry Guava,Four,,,,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four-gmoslapz-26-1-flower,GMO Slapz,Four GMOs,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-gca-22-1-flower,Gaschata,Four20,,,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-gmo-cookies-30-1-flower,GMO Cookies,Four20,,,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pnz-30-1-flower,Pineapple Fruz,Four20,,,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-blueberry-22-1-flower,Blueberry,Four20 Pharma,,flower,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-frozen-lemons-28-1-flower,Frozen Lemons,Four20 Pharma,,flower,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-gastro-pop-31-1-flower,Gastro Pop,Four20 Pharma,,flower,,31,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-gelato-33-1-flower,Gelato 33,Four20 Pharma,,flower,hybrid,33,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-gmo-cookies-30-1-flower,GMO Cookies,Four20 Pharma,,flower,hybrid,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-ice-cream-cake-27-1-flower,Ice Cream Cake,Four20 Pharma,,flower,indica,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-lemon-skunk-24-1-flower,Lemon Skunk,Four20 Pharma,,flower,sativa,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-mac-1-27-1-flower,MAC-1,Four20 Pharma,,flower,hybrid,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-northern-lights-22-1-flower,Northern Lights,Four20 Pharma,,flower,indica,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-og-kush-25-1-flower,OG Kush,Four20 Pharma,,flower,indica,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-pink-diesel-26-0p1-flower,Pink Diesel,Four20 Pharma,,flower,,26,0.1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-pink-diesel-smalls-25-0p1-flower,Pink Diesel,Four20 Pharma,smalls,flower,,25,0.1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-strawberry-og-26-1-flower,Strawberry OG,Four20 Pharma,,flower,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-sunset-sherbet-27-1-flower,Sunset Sherbet,Four20 Pharma,,flower,hybrid,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-wappa-20-1-flower,Wappa,Four20 Pharma,,flower,indica,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-wedding-sunset-27-1-flower,Wedding Sunset,Four20 Pharma,,flower,hybrid,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-pharma-white-widow-22-1-flower,White Widow,Four20 Pharma,,flower,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-bb-9-11-flower,Blackberry Balanced,Glass Pharms,,,,9,11,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-bs-19-1-flower,Blackberry Sour,Glass Pharms,,,,19,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-fcf-22-1-flower,First Class Funk,Glass Pharms,,,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-fcf-26-1-flower,First Class Funk,Glass Pharms,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-first-class-funk-26-1-flower,First Class Funk,Glass Pharms,,flower,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-flc-16-1-flower,Frosted Lime CBD,Glass Pharms,,,,1,16,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-gb-21-1-flower,Glitter Bomb,Glass Pharms,,,,21,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-gorilla-glue-26-1-flower,Gorilla Glue,Glass Pharms,,flower,hybrid,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-km-22-1-flower,Kush Mints,Glass Pharms,,,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-km-27-1-flower,Kush Mints,Glass Pharms,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-lcg-27-1-flower,Lemon Cherry Gelato,Glass Pharms,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-ld-17-1-flower,Lemon Diesel,Glass Pharms,,,,17,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-purple-punch-26-1-flower,Purple Punch,Glass Pharms,,flower,indica,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-mac-25-1-flower,Super M.A.C.,Glass Pharms,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-super-mac-25-1-flower,Super M.A.C.,Glass Pharms,,flower,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-tb-23-1-flower,Tangerine Boost,Glass Pharms,,,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
glass-pharms-wc-25-1-flower,Wedding Cake,Glass Pharms,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
good-supply-ec-27-1-flower,Emergen-C,Good Supply,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
good-supply-ogkb-28-1-flower,OG Kush Breath,Good Supply,,,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
good-supply-pvt-26-1-flower,Pavé #34,Good Supply,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grassroots-bdm-18-1-flower,Blue Dream,Grassroots,,,,18,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grassroots-tropic-thunder-28-1-flower,Tropic Thunder,Grassroots,,flower,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medi-fpc-28-1-flower,Frosted Pancakes,Green Joy,,,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
green-joy-gpg-25-1-flower,Grape Galena,Green Joy,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
big-narstie-mflt-25-1-flower,Mango Fuel,Green Joy,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
green-joy-pink-lilac-25-1-flower,Pink Lilac,Green Joy,,flower,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
kasa-verde-hbe-25-1-flower,Halle Berry,Green Karat,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
kasa-verde-kka-25-1-flower,Karamel Kandy,Green Karat,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
green-karat-so-27-1-flower,Sonic Strawberry,Green Karat,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
greyscales-gelato-dream-26-1-flower,Gelato Dream,Greyscales,,flower,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
