id,name,maker,variant,type,productType,strainType,thcPct,cbdPct,terpenes,genetics,countryOfOrigin,irradiationStatus,producerUseCases,producerNotes,sourceName,sourceUrl,sourceType,sourceCheckedAt,sourceLicense,sourceNotes,availabilityStatus,availabilityConfidence,availabilityCheckedAt,availabilitySourceName,availabilitySourceUrl,availabilityNotes,availabilitySignals
aurora-pedanios-farm-gas-27-1-flower,Farm Gas,Aurora Pedanios,,flower,flower,indica,27,1,,,,,,,,,,,,,,,,,,,
medicus-fc-smalls-24-1-flower,Fire Cookies,Medicus,,flower,,,24,1,,,,,,,,,,,,,,,,,,,
curo-fog-25-1-flower,Fire OG,Northern Green Canada,,flower,,,25,1,alpha-pinene:major|beta-pinene:major|myrcene:major,,,,,,,,,,,,,,,,,,
glass-pharms-fcf-22-1-flower,First Class Funk,Glass Pharms,,flower,,,22,1,limonene:major|caryophyllene:major|humulene:major,,,,,,,,,,,,,,,,,,
glass-pharms-fcf-26-1-flower,First Class Funk,Glass Pharms,,flower,,,26,1,limonene:major|caryophyllene:major|humulene:major,,,,,,,,,,,,,,,,,,
glass-pharms-first-class-funk-26-1-flower,First Class Funk,Glass Pharms,,flower,flower,,26,1,,,,,,,,,,,,,,,,,,,
greyscales-fj-26-1-flower,Flapjacks,Lot420,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
lit-fog-smalls-28-1-flower,Florida OG,LIT,,flower,,,28,1,,,,,,,,,,,,,,,,,,,
phcann-fc-30-1-flower,French Cookies,PharmaCann International,,flower,,,30,1,beta-pinene:4.26%|myrcene:26.5%|limonene:25.31%,,,,,,,,,,,,,,,,,,
blod-nosda-26-1-flower,French Macaron,Caprica,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
aurora-medical-frosted-alpine-flower,Frosted Alpine,Aurora Medical,,hybrid,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-frosted-alpine,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/seasonal-stash-frosted-alpine,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
roxton-air-fc-26-1-flower,Frosted Cookies,Roxton Air,,flower,,,26,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
sundaze-frc-22-1-flower,Frosted Cookies,ABcann Medicinals,,flower,,,22,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
muzon-frosted-fruit-cake-28-1-flower,Frosted Fruit Cake,Muzon,,Indica Hybrid,flower,,28,1,,,,,,,,,,,,,,,,,,,
glass-pharms-flc-16-1-flower,Frosted Lime CBD,Glass Pharms,,flower,,,1,16,myrcene:major|limonene:major|ocimene:major,,,,,,,,,,,,,,,,,,
medi-fpc-28-1-flower,Frosted Pancakes,Green Joy,,flower,,,28,1,,,,,,,,,,,,,,,,,,,
tyson-2-0-ff-26-1-flower,Frozen Fist,Tyson,,flower,,,26,1,limonene:major|caryophyllene:major|linalool:major,,,,,,,,,,,,,,,,,,
tyson-frozen-fist-26-0p1-flower,Frozen Fist,Tyson,,flower,flower,,26,0.1,,,,,,,,,,,,,,,,,,,
aurora-pedanios-flh-25-1-flower,Frozen Lemon Haze,Aurora,,flower,,,25,1,myrcene:10%|limonene:6%|caryophyllene:13%,,,,,,,,,,,,,,,,,,
four20-frozen-lemons-28-1-flower,Frozen Lemons,Four20 Pharma,,Sativa Hybrid,flower,,28,1,,,,,,,,,,,,,,,,,,,
together-tfc-18-1-flower,Fruit Cup,Together Pharmacy,,flower,,,18,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
lot420-flf-29-1-flower,Fruit-Loops & Fuel,Lot420,,indica-dominant hybrid,flower,,29,1,Caryophyllene:major|Limonene:major|Farnesene:major,Frosted Fruit Cake x Wedding Cake,,,,A richly sweet and gassy hybrid with layered cake notes and bright fruity accents.,Nabralca,https://nabralca.com/cultivars,public cultivars catalogue page,2026-04-03T00:00:00.000Z,official cultivar catalogue page,Imported from a public cultivars catalogue page featuring Segra-powered genetics.,unknown,Imported from Segra's public cultivar catalogue.,,,,,
upstate-fgs-18-1-flower,Full Gas,Upstate,,flower,,,18,1,,,,,,,,,,,,,,,,,,,
aurora-medical-funk-dynasty-flower,Funk Dynasty,Aurora Medical,,indica,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-funk-dynasty,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/seasonal-stash-funk-dynasty,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
highgreens-fz-27-1-flower,Funky Zkittlez,HighGreens,,flower,,,27,1,,,,,,,,,,,,,,,,,,,
aurora-medical-garlic-bread-flower,Garlic Bread,Aurora Medical,,indica,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/garlic-bread,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/garlic-bread,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
sundaze-gcs-32-1-flower,Garlic Cookies,Sundaze,,flower,,,32,1,,,,,,,,,,,,,,,,,,,
mystery-mountain-gmo-mac-27-1-flower,Garlic Mushroom Onion,Mystery Mountain,,flower,,,27,1,myrcene:12.05%|limonene:30.69%|linalool:12.51%,,,,,,,,,,,,,,,,,,
safricanna-gt-23-1-flower,Garlic Truffle,SafriCanna,,flower,,,23,1,alpha-pinene:2.37%|beta-pinene:2.11%|myrcene:13.84%,,,,,,,,,,,,,,,,,,
4c-labs-gbu-30-1-flower,Gary Busey,4C Labs,,flower,,,30,1,myrcene:major|limonene:major|caryophyllene:minor,,,,,,,,,,,,,,,,,,
4clabs-gary-busey-30-1-flower,Gary Busey,4C Labs,,flower,flower,,30,1,,,,,,,,,,,,,,,,,,,
ostara-gc-30-1-flower,Gas Cake,Ostara Medical,,flower,,,30,1,,,,,,,,,,,,,,,,,,,
scoops-gas-cream-cake-flower,Gas Cream Cake,Scoops,,hybrid,flower,,,,,Gelato 33 x Ice Cream Cake,Canada,NONE,,Segra's cultivar catalogue describes Gas Cream Cake as an indica-leaning hybrid with elevated terpene content and a Gelato 33 x Ice Cream Cake lineage.,Segra,https://www.segra-intl.com/cultivars/gas-cream-cake,official cultivar catalogue page,2026-04-02T00:00:00.000Z,,Upgraded from the official Segra cultivar catalogue page.,possibly_unavailable,low,2026-04-01T00:00:00.000Z,Review Budz manual curation,file:///Users/dibspersonal/Downloads/Screenshot%202026-04-01%20at%2018.48.59.png,Listed as out of stock in the supplied screenshot,user-submitted|out-of-stock
four20-gca-22-1-flower,Gaschata,Four20,,flower,,,22,1,,,,,,,,,,,,,,,,,,,
4c-labs-gsp-28-1-flower,Gastro Pop,4C Labs,,flower,,,28,1,,,,,,,,,,,,,,,,,,,
four20-gastro-pop-31-1-flower,Gastro Pop,Four20 Pharma,,Indica Hybrid,flower,,31,1,,,,,,,,,,,,,,,,,,,
muzo-gp-31-1-flower,Gastro Pop,J.R. Strain,,flower,,,31,1,alpha-pinene:15.56%|beta-pinene:2.98%|myrcene:37.5%,,,,,,,,,,,,,,,,,,
dalgety-gelato-31-1-flower,Gelato,Dalgety,,flower,flower,hybrid,31,1,,,,,,,,,,,,,,,,,,,
ecocann-gelt-15-1-flower,Gelato #33,EcoCann,,flower,,,15,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
lot420-glt-26-1-flower,Gelato #33,Lot420,,hybrid,flower,,26,1,caryophyllene:major|limonene:major|myrcene:major,Sunset Sherbet x Thin Mint GSC,Canada,,,Official Lot420 genetics page describes this as a Quebec-grown hybrid with sweet fruity earthy character and Gelato 33 lineage.,Lot420,https://www.lot420.com/genetics/gelato-33-strain/,official grower page,2026-04-01T00:00:00.000Z,,Imported from the official Lot420 Gelato 33 genetics page.,unknown,low,2026-04-01T00:00:00.000Z,Lot420,https://www.lot420.com/genetics/gelato-33-strain/,Official genetics page confirms product facts but is not a direct availability listing.,official-genetics-page
cali-x-glt41-26-1-flower,Gelato #41,Cali-X,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
four20-pharma-gelato-33-1-flower,Gelato 33,Four20 Pharma,,flower,flower,hybrid,33,1,,,,,,,,,,,,,,,,,,,
grow-pharma-gelato-33-1-flower,Gelato 33,Grow Pharma,,flower,flower,hybrid,25,1,,,,,,,,,,,,,,,,,,,
superseed-gelato-cheesecake-28-1-flower,Gelato Cheesecake,Superseed,,flower,,,28,1,beta-pinene:major|myrcene:major|limonene:major,,,,,,,,,,,,,,,,,,
clearleaf-gfd-21-1-flower,Gelato Dream,Sinceritas,,flower,,,21,1,limonene:major|caryophyllene:major|linalool:major,,,,,,,,,,,,,,,,,,
greyscales-gelato-dream-26-1-flower,Gelato Dream,Greyscales,,Hybrid,flower,,26,1,,,,,,,,,,,,,,,,,,,
lot420-gelato-orange-cake-26-1-flower,Gelato Orange Cake,Lot420,,indica-dominant hybrid,flower,,26,1,Myrcene:major|Limonene:major|Pinene:major|Terpinolene:major,Orangeade x Mimosa x California Orange,Canada,,,Official Lot420 page describes a Quebec-grown orange-forward cultivar with a daytime-leaning euphoric profile.,Lot420,https://www.lot420.com/genetics/orange-cake/,official grower page,2026-04-02T00:00:00.000Z,,"Added official genetics, terpene, origin, and producer note data from Lot420's public genetics page.",unknown,origin,,,,,
big-narstie-21-1-flower,Gelatti,Northern Leaf,,balanced hybrid,flower,,21,1,Myrcene:major|Beta-Pinene:major|Limonene:major|Beta-Caryophyllene:major,Gelato x OG Biscotti,,,,Gelatti is described as a balanced hybrid with sweet cream,cookies,berry,and gas notes with a bright but settled feel.,,https://www.jubelexotics.com/genetics/gelatti,official genetics page,unknown,2026-04-03T00:00:00.000Z,,Used for cultivar-level public facts only.,,,
cookies-gelatti-32-1-flower,Gelatti,Cookies,,Indica Hybrid,flower,,32,1,,,,,,,,,,,,,,,,,,,
superseed-gelatti-pie-30-1-flower,Gelatti Pie,Superseed,,flower,,,30,1,myrcene:8.97%|limonene:31.33%|linalool:8.97%,,,,,,,,,,,,,,,,,,
craft-botanics-gld-25-1-flower,Gelonade,Purplefarm,,flower,,,25,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
craft-botanics-ggpt-27-1-flower,Georgia Pie,Purplefarm,,flower,,,27,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
aurora-pedanios-ghost-train-haze-22-1-flower,Ghost Train Haze,Aurora Pedanios,,sativa,flower,sativa,22,1,terpinolene:major|limonene:major|myrcene:major,,Canada,,,Official Aurora page presents Ghost Train Haze as Thor with lemon and pepper notes and a returning high-THC sativa profile.,Aurora Medical,https://www.auroramedical.com/products/thor,official manufacturer page,2026-04-01T00:00:00.000Z,,Imported from the official Aurora Medical Thor (Ghost Train Haze) product page.,available,high,2026-04-01T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/thor,Official Aurora page states the product is back in store and available.,official-listing|product-page-live|back-in-store
medcan-ghost-train-haze-22-1-flower,Ghost Train Haze,Medcan,,flower,flower,sativa,22,1,,,,,,,,,,,,,,,,,,,
phant-gth-22-1-flower,Ghost Train Haze,Phant,,flower,,,22,1,,,,,,,,,,,,,,,,,,,
upstate-gtz-22-1-flower,Ghost Train Haze,Upstate,,flower,,,22,1,alpha-pinene:major|beta-pinene:major|limonene:major,,,,,,,,,,,,,,,,,,
curo-gwh-smalls-18-1-flower,Ghost Wreck Haze,Curo,Smalls,flower,,,18,1,alpha-pinene:major|beta-pinene:major|limonene:major,,,,,,,,,,,,,,,,,,
glass-pharms-gb-21-1-flower,Glitter Bomb,Glass Pharms,,flower,,,21,1,myrcene:major|caryophyllene:major|linalool:major,,,,,,,,,,,,,,,,,,
medcan-glueberry-og-23-1-flower,Glueberry OG,Medcan,,flower,flower,,23,1,,,,,,,,,,,,,,,,,,,
medcan-glueberry-og-smalls-22-1-flower,Glueberry OG,Medcan,smalls,flower,flower,,22,1,,,,,,,,,,,,,,,,,,,
4c-labs-core-gmo-ac-26-1-flower,GMO Animal Cookies,4C Labs,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
aurora-pedanios-sugarbud-gmo-cookies-30-1-flower,GMO Cookies,Aurora Pedanios,,flower,flower,hybrid,30,1,,,,,,,,,,,,,,,,,,,
aurora-pedanios-sugarbud-gmo-cookies-smalls-28-1-flower,GMO Cookies,Aurora Pedanios,smalls,flower,flower,hybrid,28,1,,,,,,,,,,,,,,,,,,,
four20-gmo-cookies-30-1-flower,GMO Cookies,Four20,,flower,,,30,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
four20-pharma-gmo-cookies-30-1-flower,GMO Cookies,Four20 Pharma,,flower,flower,hybrid,30,1,,,,,,,,,,,,,,,,,,,
together-gmo-18-1-flower,GMO Cookies,Together Pharmacy,,flower,,,18,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
together-pharma-gmo-18-1-flower,GMO Cookies,Together Pharmacy,,,flower,,18,1,,,,,,Review Budz manual curation,file:///Users/dibspersonal/Downloads/3acbd734-d366-4988-812a-f3015a92973d.jpeg,manual curation,2026-04-01,,Added from user-supplied MediCann order screenshot to restore catalogue visibility for a live listing,available,unknown,2026-04-01,,file:///Users/dibspersonal/Downloads/3acbd734-d366-4988-812a-f3015a92973d.jpeg,Listed as in stock in the supplied screenshot,user-submitted|in-stock,
foundation-gmoslapz-26-1-flower,GMO Slapz,Foundation Medical,,flower,,,26,1,limonene:major|caryophyllene:major|humulene:minor,,,,,,,,,,,,,,,,,,
four-gmoslapz-26-1-flower,GMO Slapz,Four GMOs,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
curaleaf-gzz-23-1-flower,GMO ZKZ,Valens Pharma,,flower,,,23,1,myrcene:major|caryophyllene:minor|humulene:major,,,,,,,,,,,,,,,,,,
sundaze-gbd-32-1-flower,Gold Bud,Northern Green Canada,,flower,,,32,1,caryophyllene:major|humulene:major,,,,,,,,,,,,,,,,,,
dalgety-gorilla-glue-28-1-flower,Gorilla Glue,Dalgety,,flower,flower,hybrid,28,1,,,,,,,,,,,,,,,,,,,
glass-pharms-gorilla-glue-26-1-flower,Gorilla Glue,Glass Pharms,,hybrid,flower,hybrid,26,1,Beta-Caryophyllene:major|Limonene:major|Myrcene:major,Chem's Sister x Sour Dubb x Chocolate Diesel,,,,GG4 / Original Glue is a heavy hybrid with earthy pine,sour diesel,and chocolate notes.,MJ Verdant,2001-03-31T23:00:00.000Z,public product page,2026-04-03T00:00:00.000Z,unknown,Used for cultivar-level public facts only.,,,,,
curaleaf-gg4-23-1-flower,Gorilla Glue #4,Terra Verde,,hybrid,flower,,23,1,Beta-Caryophyllene:major|Limonene:major|Myrcene:major,Chem's Sister x Sour Dubb x Chocolate Diesel,,,,GG4 / Original Glue is a heavy hybrid with earthy pine,sour diesel,and chocolate notes.,MJ Verdant,2001-03-31T23:00:00.000Z,public product page,2026-04-03T00:00:00.000Z,unknown,Used for cultivar-level public facts only.,,,,,
ecocann-gg4-20-1-flower,Gorilla Glue #4,EcoCann,,flower,,,20,1,myrcene:major|caryophyllene:major|alpha-farnesene:major,,,,,,,,,,,,,,,,,,
medcan-gg4-24-1-flower,Gorilla Glue #4,Medcan,,flower,flower,hybrid,24,1,,,,,,,,,,,,,,,,,,,
upstate-grg-29-1-flower,Gorilla Glue #4,Upstate,,flower,,,29,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
big-narstie-gk-28-1-flower,Gorilla Kush,Big Narstie Medical,,indica-leaning,flower,,28,1,,Gorilla Kush x OG Kush,,,,Gorilla Kush is described as an earthy citrus cultivar with tropical notes and an indica-leaning structure.,Irie Seeds,https://irieseeds.com/catalogue/gorilla-kush/,official breeder strain page,2026-04-03T00:00:00.000Z,,Used for cultivar-level public facts only.,,,,,,,
pure-sunfarms-gorilla-milk-flower,Gorilla Milk,Pure Sunfarms,,sativa,flower,,24,,Caryophyllene:major|Guaiol:major|Beta-Pinene:major,Gorilla Cookies x Cereal Milk,Canada,,,"Sugar and spice and coveted cake lineage. Gorilla Milk is a cross of two fan-favourite parents: Gorilla Cookies x Cereal Milk. A creamy cake-forward cultivar bringing sweet notes of sugary cereal milk and vanilla cookies, with a deep finish of red berries and spicy pepper from dominant terpenes caryophyllene, guaiol and beta-pinene. The plant consistently delivers a steady potency, and produces long, dense buds with deep green colouration and a generous dusting of frosty trichomes.",Pure Sunfarms,https://puresunfarms.com/strains/gorilla-milk/,official producer strain page,2026-04-02T19:40:34.331Z,,Added from the official Pure Sunfarms public strain page.,,,,,,,
tilray-gorilla-zkittlez-25-1-flower,Gorilla Zkittlez,Tilray,,flower,flower,hybrid,25,1,,,,,,,,,,,,,,,,,,,
qwest-ggu-25-1-flower,Grandi Guava,Decibel,,sativa,flower,,25,1,Limonene:major|Caryophyllene:major|Myrcene:major,Guava x Gelato,,,,"Official Qwest page describes a fruit-and-cheese cultivar with tropical, pepper, and sweet-fruit tasting notes.",Qwest Cannabis,https://qwestcannabis.com/products/grandi-guava/,official grower page,2026-04-02T00:00:00.000Z,official grower page,"Added official genetics, strain type, terpene, and producer note data from Qwest's public product page.",unknown,Added official genetics,,terpene,and producer note data from Qwest's public product page.,,
upstate-gb-23-1-flower,Grape Burger,Northern Green Canada,,flower,,,23,1,myrcene:major|limonene:major|linalool:major,,,,,,,,,,,,,,,,,,
upstate-grape-burger-24-1-flower,Grape Burger,Upstate,,Indica Hybrid,flower,,24,1,,,,,,,,,,,,,,,,,,,
qwest-gcc-24-1-flower,Grape Cream Cake,Decibel,,indica,flower,,24,1,Myrcene:major|Caryophyllene:major|Farnesene:major,Ice Cream Cake x Grape Pie x Wedding Crasher,,,,Official Qwest page describes a gas-and-grape-candy cultivar with blueberry and sweet grape tasting notes.,Qwest Cannabis,https://qwestcannabis.com/products/grape-cream-cake/,official grower page,2026-04-02T00:00:00.000Z,,"Added official genetics, strain type, terpene, and producer note data from Qwest's public product page.",discontinued,high,2026-04-03T16:33:48.357Z,Legacy catalogue audit,,"Marked discontinued during legacy catalogue cleanup because the product appeared on the discontinued audit list, but it was retained because community reviews still exist.",legacy-discontinued-audit-list|reviewed-product-retained
green-joy-gpg-25-1-flower,Grape Galena,Green Joy,,flower,,,25,1,alpha-pinene:1.91%|beta-pinene:3.4%|myrcene:12.07%,,,,,,,,,,,,,,,,,,
therismos-access-grg-22-1-flower,Grape Galena,SafriCanna,,flower,,,22,1,limonene:major|caryophyllene:major|alpha-farnesene:major,,,,,,,,,,,,,,,,,,
therismos-grg-smalls-22-1-flower,Grape Galena,Therismos,Smalls,flower,,,22,1,limonene:major|caryophyllene:major|alpha-farnesene:major,,,,,,,,,,,,,,,,,,
four20-ggs-23-1-flower,Grape Gas,EastCann,,flower,,,23,1,,,,,,,,,,,,,,,,,,,
four20-gcm-30-1-flower,Grapes & Cream,Northern Green Canada,,flower,,,30,1,,,,,,,,,,,,,,,,,,,
kasa-verde-gmk-24-1-flower,Grease Monkey,Kasa Verde,,flower,,,24,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
curaleaf-organic-ggo-23-1-flower,Green Gelato,ECS Botanics,,flower,,,23,1,beta-pinene:minor|myrcene:major|limonene:major,,,,,,,,,,,,,,,,,,
noidecs-t23-23-1-flower,Green Gelato,ECS Botanics,,flower,,,23,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
sundaze-gbz-29-1-flower,Guava Bars,Sundaze,,flower,,,29,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
aurora-medical-guava-pinata-flower,Guava Pinata,Aurora Medical,,sativa,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-guava-pinata,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/seasonal-stash-guava-pinata,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
qwest-guavas-74-flower,Guavas 74,Decibel,,sativa,flower,,28,,Caryophyllene:major|Farnesene:major|Humulene:major,Stardawg x Afghan,,,,Official Qwest page describes a tropical cultivar with fruity spice aroma and citrus-pepper tasting notes.,Qwest Cannabis,https://qwestcannabis.com/products/guavas-74,official grower page,2026-04-02T00:00:00.000Z,,Added as a new official-source Qwest flower from the public producer product page.,available,high,2026-04-02T00:00:00.000Z,Qwest Cannabis,https://qwestcannabis.com/products/guavas-74,Listed on the official Qwest product page on the review date.,official-listing|product-page-live
big-narstie-22-1-flower,Gushers,Northern Leaf,,flower,,,22,1,,,,,,,,,,,,,,,,,,,
kasa-verde-hbe-25-1-flower,Halle Berry,Green Karat,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
4c-labs-hwf-31-1-flower,Hawaiian Fanta,4C Labs,,flower,,,31,1,,,,,,,,,,,,,,,,,,,
curaleaf-hsrt-21-1-flower,High Silver,Terra Verde,,flower,,,21,1,myrcene:major|caryophyllene:minor|humulene:minor,,,,,,,,,,,,,,,,,,
dalgety-high-society-30-1-flower,High Society,Dalgety,,flower,flower,,30,1,,,,,,,,,,,,,,,,,,,
mamedica-hso-24-1-flower,High Society,Avant,,flower,,,24,1,,,,,,,,,,,,,,,,,,,
dalgety-hsal-30-1-flower,High Society (Alchemy),Dalgety,,flower,,,30,1,,,,,,,,,,,,,,,,,,,
dalgety-hshe-23-1-flower,High Society (Heritage),Dalgety,,flower,,,23,1,,,,,,,,,,,,,,,,,,,
dalgety-hsor-28-1-flower,High Society (Oracle),Dalgety,,flower,,,28,1,,,,,,,,,,,,,,,,,,,
khiron-hkt-20-1-flower,Hindu Kush,Khiron Med,,flower,,,20,1,alpha-pinene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
upstate-hkb-23-1-flower,Huckleberry,Upstate,,flower,,,23,1,,,,,,,,,,,,,,,,,,,
qwest-icicle-flower,Icicle,Decibel,,,flower,,,,,,,,Qwest Cannabis,https://qwestcannabis.com/products,official grower catalogue page,2026-04-02T00:00:00.000Z,,,discontinued,high,unknown,Qwest Cannabis,,Listed in the retired section of Qwest's official products page.,official-retired-listing|catalogue-page-live,,
upstate-imm-15-1-flower,Imperial Mimosa,Upstate,,flower,,,15,1,,,,,,,,,,,,,,,,,,,
upstate-imm-17-1-flower,Imperial Mimosa,Little Green Pharma,,flower,,,17,1,,,,,,,,,,,,,,,,,,,
phant-insx-20-1-flower,Intersteller,Phant,,flower,,,20,1,alpha-pinene:minor|beta-pinene:minor|myrcene:major,,,,,,,,,,,,,,,,,,
medcan-isando-22-1-flower,Isando,Medcan,,flower,flower,,22,1,,,,,,,,,,,,,,,,,,,
safricanna-jh-24-1-flower,Jack Herer,SafriCanna,,flower,,,24,1,alpha-pinene:10.5%|beta-pinene:2.25%|limonene:1.46%,,,,,,,,,,,,,,,,,,
tilray-jack-herer-24-1-flower,Jack Herer,Tilray,,flower,flower,sativa,24,1,,,,,,,,,,,,,,,,,,,
eastcann-jr-27-1-flower,Jelly Rancher,EastCann,,flower,,,27,1,,,,,,,,,,,,,,,,,,,
ips-pharma-jet-fuel-apricot-20-1-flower,Jet Fuel Apricot,IPS Pharma,,Hybrid,flower,,20,1,,,,,,,,,,,,,,,,,,,
pure-sunfarms-jfg-smalls-24-1-flower,Jet Fuel Gelato,Pure Sunfarms,Smalls,hybrid,flower,,24,1,Myrcene:29.1%|Caryophyllene:28.9%|Limonene:12.8%|Linalool:10.5%,Gelato 45 x High Octane OG x Jet Fuel G6,Canada,,,Pure Sunfarms cultivar with diesel-citrus heritage and a balanced myrcene/caryophyllene terpene profile.,4C Labs,https://4clabs.co/products/jet-fuel-gelato/,official distributor product page,2026-04-01T00:00:00.000Z,official manufacturer page,Updated terpene percentages and supporting facts from 4C Labs public product page,available,high,2026-03-26T00:00:00.000Z,Pure Sunfarms,https://puresunfarms.com/strains/jet-fuel-gelato/,Listed on the official Pure Sunfarms strain and flower pages on the review date.,official-listing|product-page-live
sundaze-jfpt-28-1-flower,Jet Fuel Pie,ABcann Medicinals,,flower,,,28,1,myrcene:major|limonene:major|caryophyllene:minor,,,,,,,,,,,,,,,,,,
aurora-medical-kaleidium-flower,Kaleidium,Aurora Medical,,sativa,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/kaleidium-packaged-flower,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/kaleidium-packaged-flower,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
dlabs-clit-27-1-flower,Kalifornia,dLabs,,flower,,,27,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
kasa-verde-kka-25-1-flower,Karamel Kandy,Green Karat,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
4c-labs-km-24-1-flower,Khalifa Mints,4C Labs,,flower,,,24,1,alpha-pinene:minor|beta-pinene:minor|limonene:major,,,,,,,,,,,,,,,,,,
4clabs-craft-khalifa-mints-24-1-flower,Khalifa Mints,4C Labs Craft,,flower,flower,hybrid,24,1,,,,,,,,,,,,,,,,,,,
avaay-khalifa-mints-28-1-flower,Khalifa Mints,Avaay,,Hybrid,flower,,28,1,,,,,,,,,,,,,,,,,,,
sitka-ksd-23-1-flower,Kim's Sweet Diesel,Sitka Legends,,flower,,,23,1,myrcene:major|caryophyllene:major|ocimene:major,,,,,,,,,,,,,,,,,,
ips-kk-24-1-flower,King's Kush,PharmaCann International,,flower,,,24,1,alpha-pinene:78.9%|caryophyllene:1.4%|linalool:5.2%,,,,,,,,,,,,,,,,,,
ips-pharma-kings-kush-24-1-flower,King's Kush,IPS Pharma,,flower,flower,indica,24,1,,,,,,,,,,,,,,,,,,,
dalgety-kbq-27-1-flower,Korean BBQ,Dalgety,,flower,,,27,1,alpha-pinene:1.3%|beta-pinene:1.95%|myrcene:35.71%,,,,,,,,,,,,,,,,,,
4c-labs-value-kco-28-1-flower,Kush Cookies,4C Labs,,flower,,,28,1,,,,,,,,,,,,,,,,,,,
lumir-ksc-26-1-flower,Kush Cookies,Lumir,,flower,,,26,1,myrcene:19%|limonene:22%|caryophyllene:22%,,,,,,,,,,,,,,,,,,
upstate-ksc-26-1-flower,Kush Cookies,Upstate,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
pure-sunfarms-kush-god-flower,Kush God,Pure Sunfarms,,indica,flower,,27,,Myrcene:major|Limonene:major|Humulene:major,Pink Kush x Pineapple God,Canada,,,"When two titan strains unite, a legend is born. This potent indica is a cross between our iconic Pink Kush x Pineapple God to bring you a fruitier take on a classic kush, with winning potency. This frosty pheno was hand-picked in our greenhouse for its loud aromas of juicy red grapes, fresh tropical fruit, and sweet berry desserts with a light touch of cream on the finish. It features bright green buds with splashes of purple and amber hairs, coated in creamy trichomes.",Pure Sunfarms,https://puresunfarms.com/strains/kush-god/,official producer strain page,2026-04-02T19:40:34.331Z,,Added from the official Pure Sunfarms public strain page.,,,,,,,
glass-pharms-km-22-1-flower,Kush Mints,Glass Pharms,,flower,,,22,1,limonene:major|caryophyllene:major|linalool:major,,,,,,,,,,,,,,,,,,
glass-pharms-km-27-1-flower,Kush Mints,Glass Pharms,,flower,,,27,1,limonene:major|caryophyllene:major|linalool:major,,,,,,,,,,,,,,,,,,
